radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,"452","4","39233","235602691","-1","108.1924","15.8763","1000","3","1","1701301429","1701349982","0"
LTE,"452","4","39233","235602689","-1","108.1961","15.8739","1000","4","1","1701301460","1701349982","0"
LTE,"452","4","39233","235602946","-1","108.202","15.8745","1000","16","1","1701301466","1701349982","0"
LTE,"452","4","39233","235602947","-1","108.2101","15.8782","1000","10","1","1701301556","1701349982","0"
LTE,"452","4","39233","235602945","-1","108.2153","15.8804","1000","10","1","1701301605","1701349982","0"
LTE,"452","4","39233","235682306","-1","108.222","15.8838","1000","13","1","1701301658","1701349982","0"
LTE,"452","4","39233","235682307","-1","108.2265","15.8899","1000","12","1","1701301733","1701349982","0"
LTE,"452","4","39233","235563522","-1","108.2298","15.8925","1000","2","1","1701301791","1701349982","0"
LTE,"452","4","39233","235737347","-1","108.2333","15.8938","1000","11","1","1701301798","1701349982","0"
LTE,"452","4","39233","235563265","-1","108.2376","15.8953","1000","4","1","1701301841","1701349982","0"
LTE,"452","4","39233","235576578","-1","108.2431","15.8955","1000","14","1","1701301859","1701349982","0"
LTE,"452","4","39233","235737345","-1","108.2465","15.8937","1000","3","1","1701301945","1701349982","0"
LTE,"452","4","39233","236530178","-1","108.248","15.891","1000","8","1","1701301961","1701349982","0"
LTE,"452","4","39233","235520514","-1","108.2492","15.8891","1000","2","1","1701302016","1701349982","0"
LTE,"452","4","39233","235520515","-1","108.2514","15.89","1000","7","1","1701302043","1701349982","0"
LTE,"452","4","39233","236530177","-1","108.2538","15.8911","1000","3","1","1701302079","1701349982","0"
LTE,"452","4","39233","235520513","-1","108.2558","15.8909","1000","9","1","1701302083","1701349982","0"
LTE,"452","4","39233","235520519","-1","108.2739","15.8896","1722","42","1","1701302138","1701349982","0"
LTE,"452","4","39233","235574019","-1","108.2914","15.89","1000","7","1","1701302433","1701349983","0"
LTE,"452","4","39233","235574018","-1","108.2908","15.888","1000","6","1","1701302452","1701349982","0"
LTE,"452","4","39233","235574017","-1","108.2992","15.8963","1027","10","1","1701302507","1701349983","0"
LTE,"452","4","39233","235532034","-1","108.2945","15.8976","1000","25","1","1701302542","1701349983","0"
LTE,"452","4","39233","235672589","-1","108.2988","15.8989","1000","2","1","1701302672","1701349983","0"
LTE,"452","4","39233","235672322","-1","108.3048","15.8958","1000","6","1","1701302710","1701349983","0"
LTE,"452","4","39233","235672321","-1","108.3071","15.8946","1000","2","1","1701302740","1701349983","0"
LTE,"452","4","39233","235672577","-1","108.3116","15.8918","1000","10","1","1701302750","1701349983","0"
LTE,"452","4","39233","235672587","-1","108.3083","15.8939","1000","1","1","1701302756","1701302756","0"
LTE,"452","4","39233","235575809","-1","108.3095","15.8933","1000","1","1","1701302768","1701302768","0"
LTE,"452","4","39233","235672330","-1","108.3115","15.8922","1000","5","1","1701302775","1701349983","0"
LTE,"452","4","39233","235672333","-1","108.3139","15.891","1000","5","1","1701302803","1701349983","0"
LTE,"452","4","39233","235672332","-1","108.3159","15.8895","1000","6","1","1701302846","1701349983","0"
LTE,"452","4","39233","235664642","-1","108.3186","15.8874","1000","7","1","1701302876","1701349983","0"
LTE,"452","4","39233","236535043","-1","108.3192","15.8872","1000","6","1","1701302878","1701349983","0"
LTE,"452","4","39233","235610883","-1","108.3197","15.8871","1000","8","1","1701302900","1701349983","0"
LTE,"452","4","39233","235610889","-1","108.3211","15.8863","1000","10","1","1701302902","1701349983","0"
LTE,"452","4","39233","235562242","-1","108.3194","15.8875","1000","5","1","1701306023","1701349983","0"
LTE,"452","4","39233","235583497","-1","108.3242","15.885","1000","3","1","1701306889","1701349983","0"
LTE,"452","4","39233","235583495","-1","108.3265","15.8858","1000","10","1","1701306909","1701349983","0"
LTE,"452","4","39233","235573507","-1","108.328","15.8881","1000","9","1","1701307016","1701349986","0"
LTE,"452","4","39233","235573506","-1","108.3294","15.8907","1000","14","1","1701307031","1701349986","0"
LTE,"452","4","39233","235534595","-1","108.3332","15.8946","1000","18","1","1701307066","1701349986","0"
LTE,"452","4","39233","235676418","-1","108.3371","15.901","1000","19","1","1701307151","1701349985","0"
LTE,"452","4","39233","235676417","-1","108.3382","15.9063","1000","18","1","1701307209","1701349985","0"
LTE,"452","4","39233","235584258","-1","108.3416","15.9087","1491","21","1","1701307264","1701349985","0"
LTE,"452","4","39233","235676163","-1","108.3448","15.9082","1000","12","1","1701307361","1701349985","0"
LTE,"452","4","39233","235676162","-1","108.3471","15.9069","1000","8","1","1701307388","1701349985","0"
LTE,"452","4","39233","235526147","-1","108.3507","15.9045","1000","19","1","1701307399","1701349985","0"
LTE,"452","4","39233","235526146","-1","108.352","15.8989","1000","31","1","1701307466","1701349985","0"
LTE,"452","4","39233","235656451","-1","108.3505","15.8974","1000","5","1","1701307512","1701349984","0"
LTE,"452","4","39233","235656449","-1","108.3539","15.8952","1000","8","1","1701307551","1701349984","0"
LTE,"452","4","39233","235534593","-1","108.3547","15.8947","1000","3","1","1701307574","1701349984","0"
LTE,"452","4","39233","235650819","-1","108.3579","15.8928","1000","14","1","1701307586","1701349985","0"
LTE,"452","4","39233","235650817","-1","108.3612","15.8906","1000","13","1","1701307666","1701349985","0"
LTE,"452","4","39233","235675651","-1","108.3632","15.8892","1000","5","1","1701307693","1701349984","0"
LTE,"452","4","39233","235675649","-1","108.3675","15.8863","1000","22","1","1701307709","1701349984","0"
LTE,"452","4","39233","235676675","-1","108.3716","15.8816","1000","13","1","1701307751","1701349984","0"
LTE,"452","4","39233","235677442","-1","108.3706","15.8836","1000","6","1","1701307759","1701349984","0"
LTE,"452","4","39233","235676674","-1","108.3723","15.8775","1000","6","1","1701307801","1701349984","0"
LTE,"452","4","39233","235546113","-1","108.3759","15.8757","1000","26","1","1701307841","1701349984","0"
LTE,"452","4","39233","235676673","-1","108.3756","15.8758","1000","20","1","1701307849","1701349984","0"
LTE,"452","4","39233","235546123","-1","108.3742","15.8758","1000","11","1","1701307854","1701349984","0"
LTE,"452","4","39233","235546119","-1","108.3732","15.8773","1000","13","1","1701307899","1701349984","0"
LTE,"452","4","39233","235676683","-1","108.3753","15.8754","1000","5","1","1701308694","1701349984","0"
LTE,"452","4","39233","235722499","-1","108.3771","15.8758","1230","27","1","1701308815","1701349984","0"
LTE,"452","4","39233","235652353","-1","108.379","15.8755","1000","7","1","1701309301","1701349984","0"
LTE,"452","4","39233","235652354","-1","108.3791","15.8754","1000","2","1","1701309513","1701349984","0"
LTE,"452","4","39233","235675650","-1","108.3726","15.8763","1000","1","1","1701312605","1701312605","0"
LTE,"452","4","39233","235668994","-1","108.3603","15.8912","1000","10","1","1701312988","1701349985","0"
LTE,"452","4","39233","235650828","-1","108.3559","15.8942","1000","1","1","1701313099","1701313099","0"
LTE,"452","4","39233","235710722","-1","108.3343","15.8982","1172","6","1","1701313429","1701349986","0"
LTE,"452","4","39233","235573505","-1","108.3361","15.8984","1000","6","1","1701313506","1701349986","0"
LTE,"452","4","39233","235672833","-1","108.3373","15.9006","1000","1","1","1701313509","1701313509","0"
LTE,"452","4","39233","235585281","-1","108.3372","15.9004","1000","2","1","1701313511","1701349985","0"
LTE,"452","4","39233","235676419","-1","108.3342","15.8954","1000","4","1","1701313551","1701349986","0"
LTE,"452","4","39233","235672834","-1","108.333","15.8942","1000","2","1","1701313573","1701349986","0"
LTE,"452","4","39233","235658755","-1","108.3299","15.8907","1000","5","1","1701313589","1701349986","0"
LTE,"452","1","37902","38473485","-1","108.3258","15.8846","1000","8","1","1701313709","1701349988","0"
LTE,"452","1","37902","38547213","-1","108.3262","15.8814","1000","8","1","1701313769","1701349988","0"
LTE,"452","1","37902","38547211","-1","108.3268","15.8794","1000","4","1","1701313831","1701349988","0"
LTE,"452","1","37902","38547212","-1","108.3258","15.8792","1000","10","1","1701313904","1701349988","0"
LTE,"452","1","37902","38473228","-1","108.3233","15.8784","1000","6","1","1701313976","1701349988","0"
LTE,"452","1","37902","38473227","-1","108.3238","15.8781","1000","3","1","1701314244","1701349986","0"
LTE,"452","1","37902","38472971","-1","108.3251","15.8773","1000","15","1","1701314393","1701349988","0"
LTE,"452","1","37902","38547725","-1","108.3243","15.8777","1000","1","1","1701314421","1701314421","0"
LTE,"452","1","37902","38547723","-1","108.3244","15.8777","1000","1","1","1701314428","1701314428","0"
LTE,"452","1","37902","38473001","-1","108.3264","15.8771","1000","4","1","1701314621","1701349987","0"
LTE,"452","1","37902","38409257","-1","108.3257","15.8772","1000","2","1","1701314624","1701349987","0"
LTE,"452","1","37902","38406698","-1","108.3275","15.8771","1000","14","1","1701314636","1701349987","0"
UMTS,"452","1","34902","38409227","327","108.3257","15.8771","1000","1","1","1701314752","1701314752","0"
UMTS,"452","1","34902","24471810","433","108.3262","15.8771","1000","3","1","1701314758","1701349987","0"
UMTS,"452","1","34902","24454629","433","108.3271","15.8771","1000","1","1","1701315989","1701315989","0"
UMTS,"452","1","34902","38406698","433","108.3271","15.8771","1000","1","1","1701316013","1701316013","0"
UMTS,"452","1","34902","24454640","433","108.3277","15.8771","1000","4","1","1701316038","1701349988","0"
LTE,"452","1","37902","38405901","-1","108.3297","15.8774","1000","30","1","1701316549","1701349988","0"
LTE,"452","1","37902","38408715","-1","108.33","15.8775","1000","24","1","1701316675","1701349988","0"
LTE,"452","1","37902","38472459","-1","108.3291","15.8771","1000","1","1","1701316858","1701316858","0"
LTE,"452","1","37902","38407211","-1","108.3293","15.8772","1000","1","1","1701318651","1701318651","0"
LTE,"452","4","39233","235573023","-1","108.3277","15.8771","1000","3","1","1701319401","1701349988","0"
LTE,"452","4","39233","235664495","-1","108.328","15.8772","1000","2","1","1701319471","1701349988","0"
LTE,"452","4","39233","235664501","-1","108.328","15.8772","1000","3","1","1701319478","1701349988","0"
LTE,"452","4","39233","235652616","-1","108.3279","15.8772","1000","2","1","1701319501","1701349988","0"
LTE,"452","4","39233","235664438","-1","108.3265","15.8768","1000","4","1","1701319564","1701349988","0"
LTE,"452","4","39233","235573024","-1","108.3269","15.8771","1000","1","1","1701323689","1701323689","0"
LTE,"452","4","39233","235727105","-1","108.3265","15.8769","1000","2","1","1701323749","1701349988","0"
LTE,"452","4","39233","235717633","-1","108.3265","15.8768","1000","1","1","1701323756","1701323756","0"
LTE,"452","4","39233","235664385","-1","108.3263","15.8766","1000","4","1","1701323816","1701349988","0"
LTE,"452","4","39233","235532306","-1","108.3251","15.8771","1000","3","1","1701323848","1701349988","0"
LTE,"452","4","39233","235664391","-1","108.3263","15.8766","1000","1","1","1701323870","1701323870","0"
LTE,"452","4","39233","235664388","-1","108.3263","15.8766","1000","1","1","1701323872","1701323872","0"
LTE,"452","4","39233","235717635","-1","108.3259","15.8768","1000","3","1","1701323895","1701349988","0"
LTE,"452","4","39233","235532300","-1","108.3258","15.8768","1000","5","1","1701323898","1701349988","0"
LTE,"452","4","39233","235664386","-1","108.3254","15.8768","1000","2","1","1701324196","1701349988","0"
LTE,"452","4","39233","235664387","-1","108.3249","15.877","1000","1","1","1701324278","1701324278","0"
LTE,"452","4","39233","235532305","-1","108.3238","15.8774","1000","4","1","1701324381","1701349988","0"
LTE,"452","4","39233","235664393","-1","108.3234","15.8775","1000","1","1","1701324554","1701324554","0"
LTE,"452","4","39233","235532299","-1","108.3234","15.8775","1000","1","1","1701324566","1701324566","0"
LTE,"452","1","37902","38422028","-1","108.3242","15.885","1000","2","1","1701325239","1701349988","0"
LTE,"452","1","37902","38406667","-1","108.3213","15.8861","1000","10","1","1701325241","1701349988","0"
LTE,"452","1","37902","38422029","-1","108.3174","15.8882","1000","7","1","1701325306","1701349989","0"
LTE,"452","1","37902","38423051","-1","108.3122","15.8917","1000","18","1","1701325319","1701349989","0"
LTE,"452","1","37902","38423820","-1","108.3076","15.8943","1000","13","1","1701325438","1701349989","0"
LTE,"452","1","37904","38461964","-1","108.2971","15.8992","1000","4","1","1701325504","1701349989","0"
LTE,"452","1","37902","38423821","-1","108.3038","15.8963","1000","3","1","1701325506","1701349989","0"
LTE,"452","1","37902","38606859","-1","108.302","15.8972","1000","5","1","1701325519","1701349989","0"
LTE,"452","1","37904","38435083","-1","108.2966","15.8997","1000","8","1","1701325525","1701349989","0"
LTE,"452","1","37902","38606860","-1","108.3003","15.8982","1000","2","1","1701325536","1701349989","0"
LTE,"452","1","37902","38606861","-1","108.2992","15.8988","1000","7","1","1701325539","1701349989","0"
LTE,"452","1","37904","38417419","-1","108.2915","15.9005","1000","12","1","1701325598","1701349989","0"
LTE,"452","1","37904","38435086","-1","108.2883","15.9014","1000","2","1","1701325646","1701349989","0"
LTE,"452","1","37904","38417421","-1","108.2847","15.9031","1000","13","1","1701325649","1701349989","0"
LTE,"452","1","37904","38416142","-1","108.2776","15.9057","1000","10","1","1701325716","1701349989","0"
LTE,"452","1","37904","38416139","-1","108.2725","15.908","1000","7","1","1701325764","1701349989","0"
LTE,"452","1","37904","38417932","-1","108.2702","15.912","1000","9","1","1701325800","1701349989","0"
LTE,"452","1","37904","38417933","-1","108.269","15.9145","1000","1","1","1701325841","1701325841","0"
LTE,"452","1","37904","38417937","-1","108.2661","15.9171","1000","12","1","1701325844","1701349989","0"
LTE,"452","1","37904","38502155","-1","108.263","15.9211","1000","6","1","1701325922","1701349989","0"
LTE,"452","1","37904","38401036","-1","108.2607","15.9244","1000","9","1","1701325946","1701349989","0"
LTE,"452","1","37904","38502157","-1","108.2609","15.9243","1000","2","1","1701325999","1701349989","0"
LTE,"452","1","37904","38401037","-1","108.2571","15.9283","1000","7","1","1701326026","1701349989","0"
LTE,"452","1","37904","38500107","-1","108.2558","15.9304","1000","1","1","1701326064","1701326064","0"
LTE,"452","1","37904","38403858","-1","108.2557","15.9306","1000","2","1","1701326066","1701349989","0"
LTE,"452","1","37904","38401043","-1","108.2555","15.9311","1000","2","1","1701326069","1701349989","0"
LTE,"452","1","37904","38605325","-1","108.2553","15.9315","1000","2","1","1701326071","1701349989","0"
LTE,"452","1","37904","38403859","-1","108.2547","15.9333","1000","4","1","1701326079","1701349989","0"
LTE,"452","1","37904","38403853","-1","108.2546","15.9354","1000","3","1","1701326104","1701349989","0"
LTE,"452","1","37904","38403857","-1","108.2546","15.9386","1000","9","1","1701326116","1701349989","0"
LTE,"452","1","37904","38405389","-1","108.2547","15.9442","1000","8","1","1701326164","1701349989","0"
LTE,"452","1","37904","38405387","-1","108.2547","15.9481","1000","5","1","1701326204","1701349989","0"
LTE,"452","1","37904","38400268","-1","108.2547","15.9517","1000","8","1","1701326224","1701349989","0"
LTE,"452","1","37904","38400269","-1","108.2547","15.9551","1000","2","1","1701326261","1701349989","0"
LTE,"452","1","37904","38400267","-1","108.2548","15.9576","1000","8","1","1701326266","1701349989","0"
LTE,"452","1","37904","38400273","-1","108.2548","15.9559","1000","2","1","1701326269","1701349989","0"
LTE,"452","1","37904","38418445","-1","108.2548","15.9606","1000","3","1","1701326314","1701349989","0"
LTE,"452","1","37904","38418444","-1","108.2548","15.9639","1000","8","1","1701326326","1701349990","0"
LTE,"452","1","37904","38418443","-1","108.2548","15.9678","1000","6","1","1701326358","1701349990","0"
LTE,"452","1","36003","30750733","-1","108.2548","15.9702","1000","2","1","1701326379","1701349990","0"
LTE,"452","1","36003","30750732","-1","108.2548","15.972","1000","5","1","1701326389","1701349990","0"
LTE,"452","1","36003","30750731","-1","108.2549","15.9755","1000","8","1","1701326404","1701349990","0"
LTE,"452","1","36003","30988556","-1","108.255","15.9777","1000","3","1","1701326451","1701349990","0"
LTE,"452","1","36003","30965515","-1","108.2553","15.9793","1000","9","1","1701326465","1701349990","0"
LTE,"452","1","36003","30987276","-1","108.2556","15.9808","1000","2","1","1701326494","1701349990","0"
LTE,"452","1","36003","30885388","-1","108.256","15.9822","1000","5","1","1701326501","1701349990","0"
LTE,"452","1","36003","30977549","-1","108.2565","15.9845","1000","8","1","1701326561","1701349990","0"
LTE,"452","1","36003","30885387","-1","108.2565","15.9847","1000","1","1","1701326586","1701326586","0"
LTE,"452","1","36003","30912268","-1","108.2573","15.988","1000","7","1","1701326604","1701349990","0"
LTE,"452","1","36003","30751511","-1","108.2573","15.9882","1000","3","1","1701326614","1701349990","0"
LTE,"452","1","36003","30752268","-1","108.258","15.9913","1000","5","1","1701326631","1701349990","0"
LTE,"452","1","36003","30752267","-1","108.2584","15.9931","1000","1","1","1701326655","1701326655","0"
LTE,"452","1","36003","30751500","-1","108.2589","15.9951","1000","7","1","1701326657","1701349990","0"
LTE,"452","1","36003","30751501","-1","108.2594","15.9976","1000","1","1","1701326693","1701326693","0"
LTE,"452","1","36003","30748942","-1","108.2597","16.0034","1000","4","1","1701326756","1701349990","0"
LTE,"452","1","36003","30748939","-1","108.2593","16.0058","1000","5","1","1701326771","1701349990","0"
LTE,"452","1","36003","30818828","-1","108.2586","16.0074","1000","2","1","1701326799","1701349990","0"
LTE,"452","1","36003","30979084","-1","108.2575","16.0096","1000","4","1","1701326819","1701349990","0"
LTE,"452","1","36003","30979085","-1","108.2567","16.0113","1000","4","1","1701326831","1701349990","0"
LTE,"452","1","36003","30845965","-1","108.2559","16.0129","1000","4","1","1701326849","1701349990","0"
LTE,"452","1","36003","30819851","-1","108.2548","16.0154","1000","11","1","1701326866","1701349990","0"
LTE,"452","1","36003","30910733","-1","108.2549","16.015","1000","1","1","1701326878","1701326878","0"
LTE,"452","1","36003","30997772","-1","108.2559","16.0164","1000","4","1","1701326885","1701349990","0"
LTE,"452","1","36003","30846476","-1","108.2524","16.0143","1000","12","1","1701326921","1701349990","0"
LTE,"452","1","36003","30883085","-1","108.2527","16.0129","1000","2","1","1701326976","1701349990","0"
LTE,"452","1","36003","30819852","-1","108.2531","16.0151","1000","3","1","1701327308","1701349990","0"
LTE,"452","1","36003","30910989","-1","108.2531","16.0152","1000","2","1","1701327331","1701349990","0"
LTE,"452","1","36003","30910731","-1","108.256","16.0166","1000","4","1","1701327374","1701349990","0"
LTE,"452","1","36003","30845963","-1","108.2568","16.0169","1000","2","1","1701327384","1701349990","0"
LTE,"452","1","36003","30910742","-1","108.2586","16.0184","1000","8","1","1701327396","1701349990","0"
LTE,"452","1","36003","30997771","-1","108.2578","16.022","1000","6","1","1701327446","1701349990","0"
LTE,"452","1","36003","30885132","-1","108.2543","16.0296","1000","4","1","1701327531","1701349990","0"
LTE,"452","1","36003","30961676","-1","108.2532","16.032","1000","6","1","1701327549","1701349990","0"
LTE,"452","1","36003","30883341","-1","108.252","16.0347","1000","6","1","1701327576","1701349990","0"
LTE,"452","1","36003","30998027","-1","108.2511","16.0365","1000","2","1","1701327605","1701349990","0"
LTE,"452","1","36003","30884876","-1","108.2498","16.0392","1000","9","1","1701327613","1701349990","0"
LTE,"452","1","36003","30883339","-1","108.2508","16.0372","1000","2","1","1701327615","1701349990","0"
LTE,"452","1","36003","30884875","-1","108.2484","16.0424","1000","4","1","1701327666","1701349990","0"
LTE,"452","1","36003","30845718","-1","108.2485","16.0445","1000","5","1","1701327696","1701349990","0"
LTE,"452","1","36003","30845717","-1","108.2495","16.0463","1000","3","1","1701327720","1701349990","0"
LTE,"452","1","36003","30912523","-1","108.2487","16.0505","1000","5","1","1701327774","1701349990","0"
LTE,"452","1","36003","30912524","-1","108.2486","16.0506","1000","1","1","1701327781","1701327781","0"
LTE,"452","1","36003","30974219","-1","108.2486","16.0507","1000","1","1","1701327786","1701327786","0"
LTE,"452","1","36003","30974221","-1","108.2484","16.0515","1000","1","1","1701327792","1701327792","0"
LTE,"452","1","36003","30847500","-1","108.2483","16.052","1000","3","1","1701327794","1701349990","0"
LTE,"452","1","36003","30847243","-1","108.2481","16.0526","1000","1","1","1701327808","1701327808","0"
LTE,"452","1","36003","30847501","-1","108.248","16.053","1000","1","1","1701327811","1701327811","0"
LTE,"452","1","36003","30847499","-1","108.248","16.0531","1000","1","1","1701327813","1701327813","0"
LTE,"452","1","36003","30820875","-1","108.2475","16.0549","1000","4","1","1701327828","1701349991","0"
LTE,"452","1","36013","30828300","-1","108.247","16.057","1000","4","1","1701327851","1701349991","0"
LTE,"452","1","36013","30828299","-1","108.2465","16.0602","1000","7","1","1701327933","1701349991","0"
LTE,"452","1","36013","30755596","-1","108.2464","16.0613","1000","3","1","1701327966","1701349991","0"
LTE,"452","1","36013","30755595","-1","108.2459","16.0638","1000","2","1","1701327991","1701349991","0"
LTE,"452","1","36013","30963980","-1","108.2409","16.0627","1000","2","1","1701328068","1701349991","0"
LTE,"452","1","36011","30724619","-1","108.2255","16.0731","2226","13","1","1701376811","1736216942","0"
LTE,"452","1","36011","30967563","-1","108.225","16.0752","500","32","1","1701376813","1736216942","0"
LTE,"452","1","36011","30866955","-1","108.2235","16.0759","1000","11","1","1701376829","1736216942","0"
LTE,"452","1","36011","30866957","-1","108.2244","16.0771","1000","9","1","1701376834","1701618063","0"
LTE,"452","1","36011","30753804","-1","108.2244","16.0794","1000","5","1","1701376873","1701618063","0"
LTE,"452","1","36011","30753302","-1","108.2237","16.0806","1000","2","1","1701376876","1701618062","0"
LTE,"452","1","36011","30807052","-1","108.2234","16.0817","1000","13","1","1701376880","1701618063","0"
LTE,"452","1","36011","30807051","-1","108.2211","16.0844","1000","6","1","1701376909","1701425882","0"
LTE,"452","1","36011","30725132","-1","108.2195","16.0856","1000","4","1","1701376944","1701425882","0"
LTE,"452","1","36011","30807564","-1","108.2169","16.0868","1000","3","1","1701377014","1701425882","0"
LTE,"452","1","36011","30807565","-1","108.2155","16.0875","1000","4","1","1701377037","1701425882","0"
LTE,"452","1","36011","30730005","-1","108.2141","16.0857","1000","6","1","1701377064","1701425882","0"
LTE,"452","1","36011","30730006","-1","108.213","16.0832","1000","3","1","1701377101","1701425882","0"
LTE,"452","1","36001","30864397","-1","108.2118","16.0816","1000","2","1","1701377128","1701425882","0"
LTE,"452","1","36001","30725387","-1","108.211","16.0806","1000","4","1","1701377133","1701425882","0"
LTE,"452","1","36001","30725389","-1","108.2101","16.0794","1000","2","1","1701377193","1701425882","0"
LTE,"452","1","36001","30806029","-1","108.2099","16.0792","1000","4","1","1701377198","1701425882","0"
LTE,"452","1","36001","30806028","-1","108.2089","16.0781","1000","4","1","1701377209","1701425882","0"
LTE,"452","1","36001","30852117","-1","108.2072","16.0766","1000","4","1","1701377229","1701425882","0"
LTE,"452","1","36001","30852118","-1","108.205","16.0751","1000","5","1","1701377245","1701425882","0"
LTE,"452","1","36001","30852109","-1","108.2045","16.0748","1000","3","1","1701377264","1701425882","0"
LTE,"452","1","36001","30895117","-1","108.2022","16.0738","1000","6","1","1701377274","1701425882","0"
LTE,"452","1","36001","30764309","-1","108.1997","16.0729","1000","4","1","1701377304","1701425882","0"
LTE,"452","1","36001","30764310","-1","108.197","16.0725","1000","7","1","1701377316","1701425882","0"
LTE,"452","1","36001","30852877","-1","108.1957","16.0725","1000","6","1","1701377329","1701425882","0"
LTE,"452","1","36004","30854667","-1","108.1925","16.0726","1000","6","1","1701377349","1701425882","0"
LTE,"452","1","36004","30854669","-1","108.19","16.073","1000","3","1","1701377382","1701425882","0"
LTE,"452","1","36004","30827019","-1","108.1874","16.0735","1000","5","1","1701377394","1701425882","0"
LTE,"452","1","36004","30827021","-1","108.1849","16.0739","1000","3","1","1701377423","1701425882","0"
LTE,"452","1","36004","30854155","-1","108.1832","16.0743","1000","3","1","1701377437","1701425882","0"
LTE,"452","1","36004","30854157","-1","108.1816","16.0748","1000","4","1","1701377444","1701425882","0"
LTE,"452","1","36004","30894349","-1","108.1799","16.0754","1000","2","1","1701377461","1701425882","0"
LTE,"452","1","36004","30826251","-1","108.178","16.0761","1000","6","1","1701377469","1701425882","0"
LTE,"452","1","36004","30766603","-1","108.1786","16.0759","1000","2","1","1701377477","1701425882","0"
LTE,"452","1","36004","30826253","-1","108.1757","16.077","1000","5","1","1701377489","1701425882","0"
LTE,"452","1","36004","30959115","-1","108.1727","16.0783","1000","5","1","1701377514","1701425882","0"
LTE,"452","1","36004","30959117","-1","108.1677","16.0808","1000","11","1","1701377537","1701425883","0"
LTE,"452","1","36004","30958605","-1","108.1692","16.08","1000","2","1","1701377557","1701425882","0"
LTE,"452","1","36014","30953483","-1","108.1667","16.0813","1000","1","1","1701377578","1701377578","0"
LTE,"452","1","36014","30945803","-1","108.1654","16.082","1000","5","1","1701377581","1701425882","0"
LTE,"452","1","36014","30945805","-1","108.1643","16.0826","1000","1","1","1701377599","1701377599","0"
LTE,"452","1","36014","30940939","-1","108.1613","16.0843","1000","6","1","1701377612","1701425882","0"
LTE,"452","1","36014","30940941","-1","108.1582","16.0863","1000","8","1","1701377639","1701425883","0"
LTE,"452","1","36006","30929163","-1","108.156","16.0878","1000","2","1","1701377674","1701425883","0"
LTE,"452","1","36006","30967051","-1","108.1551","16.0884","1000","3","1","1701377676","1701425882","0"
LTE,"452","1","36006","30967053","-1","108.1537","16.0893","1000","3","1","1701377692","1701425883","0"
LTE,"452","1","36006","30947851","-1","108.1522","16.0904","1000","4","1","1701377701","1701425883","0"
LTE,"452","1","36006","30947853","-1","108.15","16.092","1000","4","1","1701377722","1701425883","0"
LTE,"452","1","36006","30986251","-1","108.1481","16.0935","1000","5","1","1701377741","1701425883","0"
LTE,"452","1","36006","30947605","-1","108.1462","16.0952","1000","4","1","1701377776","1701425883","0"
LTE,"452","1","36006","30947606","-1","108.1442","16.097","1000","5","1","1701377806","1701425883","0"
LTE,"452","1","36006","30947595","-1","108.142","16.0992","1000","7","1","1701377827","1701425883","0"
LTE,"452","1","36006","30947597","-1","108.139","16.1025","1000","7","1","1701377859","1701425883","0"
LTE,"452","1","36006","30956299","-1","108.1368","16.105","1000","4","1","1701377896","1701425883","0"
LTE,"452","1","36006","30956301","-1","108.1358","16.1062","1000","2","1","1701377917","1701425883","0"
LTE,"452","1","36006","30950667","-1","108.1353","16.1068","1000","2","1","1701377921","1701425883","0"
LTE,"452","1","36006","30950669","-1","108.1337","16.1088","1000","6","1","1701377931","1701425883","0"
LTE,"452","1","36006","30746382","-1","108.1315","16.1099","1000","8","1","1701377947","1701425883","0"
LTE,"452","1","36006","30947340","-1","108.1305","16.1102","1000","6","1","1701377979","1701425883","0"
LTE,"452","1","36006","30947341","-1","108.1292","16.1118","1000","6","1","1701378011","1701425883","0"
LTE,"452","1","36006","30947339","-1","108.1293","16.1118","1000","2","1","1701378029","1701425883","0"
LTE,"452","1","36006","30939660","-1","108.1276","16.1142","1000","5","1","1701378046","1701425883","0"
LTE,"452","1","36006","30939659","-1","108.1258","16.1168","1000","7","1","1701378067","1701425883","0"
LTE,"452","1","36006","30939915","-1","108.1236","16.1203","1000","7","1","1701378101","1701425883","0"
LTE,"452","1","36006","30946060","-1","108.1215","16.1233","1000","6","1","1701378138","1701425883","0"
LTE,"452","1","36006","30946061","-1","108.1201","16.1255","1000","4","1","1701378166","1701425883","0"
LTE,"452","1","36006","30942476","-1","108.1196","16.1266","1000","2","1","1701378184","1701425883","0"
LTE,"452","1","36006","30953229","-1","108.1195","16.1275","1000","2","1","1701378197","1701425883","0"
LTE,"452","1","36006","30942475","-1","108.1183","16.128","1000","4","1","1701378204","1701425883","0"
LTE,"452","1","36006","30942478","-1","108.1161","16.128","1000","5","1","1701378233","1701425884","0"
LTE,"452","1","36006","30942987","-1","108.1125","16.1276","1000","6","1","1701378252","1701425884","0"
LTE,"452","1","36006","30943244","-1","108.109","16.1271","1000","4","1","1701378284","1701425884","0"
LTE,"452","1","36006","30943245","-1","108.1026","16.1264","1000","32","1","1701378306","1701498543","0"
LTE,"452","1","36006","30846989","-1","108.1061","16.1307","1000","14","1","1701378309","1701498543","0"
LTE,"452","1","36006","30846987","-1","108.1093","16.1345","1000","6","1","1701378372","1701425885","0"
LTE,"452","1","36006","30942733","-1","108.1069","16.148","1484","40","1","1701378399","1701425885","0"
